,Unnamed: 0,height,img_name,label,width,x,y,Path
141,141,44,n0548.mha,1,57,210,697,/proccessed_data/images/n0548.mha
142,142,46,n0548.mha,1,43,868,757,/proccessed_data/images/n0548.mha
143,143,31,n0065.mha,1,36,383,659,/proccessed_data/images/n0065.mha
144,144,44,n0065.mha,1,41,237,672,/proccessed_data/images/n0065.mha
148,148,29,n0056.mha,1,27,853,647,/proccessed_data/images/n0056.mha
149,149,42,n0056.mha,1,48,881,691,/proccessed_data/images/n0056.mha
150,150,70,n0417.mha,1,71,188,673,/proccessed_data/images/n0417.mha
151,151,94,n1014.mha,1,82,204,310,/proccessed_data/images/n1014.mha
152,152,61,n1014.mha,1,30,183,482,/proccessed_data/images/n1014.mha
153,153,105,n1014.mha,1,94,251,507,/proccessed_data/images/n1014.mha
154,154,54,n0195.mha,1,52,164,556,/proccessed_data/images/n0195.mha
155,155,56,n0860.mha,1,66,329,360,/proccessed_data/images/n0860.mha
156,156,18,n0563.mha,1,19,833,616,/proccessed_data/images/n0563.mha
157,157,53,n0634.mha,1,56,785,618,/proccessed_data/images/n0634.mha
158,158,86,n0914.mha,1,72,663,278,/proccessed_data/images/n0914.mha
159,159,78,n0914.mha,1,67,258,524,/proccessed_data/images/n0914.mha
160,160,138,n0914.mha,1,107,717,206,/proccessed_data/images/n0914.mha
161,161,41,n0815.mha,1,35,756,614,/proccessed_data/images/n0815.mha
162,162,40,n0481.mha,1,44,843,531,/proccessed_data/images/n0481.mha
163,163,57,n1087.mha,1,61,665,306,/proccessed_data/images/n1087.mha
164,164,55,n0023.mha,1,38,234,345,/proccessed_data/images/n0023.mha
166,166,91,n0297.mha,1,89,751,676,/proccessed_data/images/n0297.mha
167,167,41,n0198.mha,1,39,245,551,/proccessed_data/images/n0198.mha
169,169,40,n0226.mha,1,41,739,459,/proccessed_data/images/n0226.mha
170,170,35,n1123.mha,1,32,88,791,/proccessed_data/images/n1123.mha
171,171,40,n0921.mha,1,59,326,308,/proccessed_data/images/n0921.mha
172,172,35,n0921.mha,1,62,306,492,/proccessed_data/images/n0921.mha
173,173,40,n0921.mha,1,56,196,477,/proccessed_data/images/n0921.mha
175,175,51,n0231.mha,1,50,290,413,/proccessed_data/images/n0231.mha
176,176,44,n0825.mha,1,36,689,518,/proccessed_data/images/n0825.mha
177,177,52,n0820.mha,1,53,806,713,/proccessed_data/images/n0820.mha
178,178,103,n0443.mha,1,108,763,524,/proccessed_data/images/n0443.mha
182,182,78,n0902.mha,1,90,284,602,/proccessed_data/images/n0902.mha
186,186,67,n0831.mha,1,68,679,236,/proccessed_data/images/n0831.mha
187,187,89,n0831.mha,1,97,607,348,/proccessed_data/images/n0831.mha
189,189,35,n0273.mha,1,37,232,363,/proccessed_data/images/n0273.mha
190,190,121,n0159.mha,1,101,294,464,/proccessed_data/images/n0159.mha
191,191,74,n0159.mha,1,66,190,678,/proccessed_data/images/n0159.mha
192,192,54,n0159.mha,1,57,350,706,/proccessed_data/images/n0159.mha
193,193,48,n0842.mha,1,50,315,273,/proccessed_data/images/n0842.mha
194,194,70,n0358.mha,1,70,351,873,/proccessed_data/images/n0358.mha
195,195,39,n0358.mha,1,46,176,515,/proccessed_data/images/n0358.mha
197,197,74,n0976.mha,1,55,850,514,/proccessed_data/images/n0976.mha
198,198,56,n0976.mha,1,51,362,448,/proccessed_data/images/n0976.mha
199,199,117,n0976.mha,1,82,569,712,/proccessed_data/images/n0976.mha
202,202,60,n0746.mha,1,58,675,371,/proccessed_data/images/n0746.mha
203,203,78,n0394.mha,1,71,390,290,/proccessed_data/images/n0394.mha
204,204,34,n0962.mha,1,25,166,546,/proccessed_data/images/n0962.mha
205,205,76,n0272.mha,1,64,288,471,/proccessed_data/images/n0272.mha
206,206,61,n0272.mha,1,65,693,602,/proccessed_data/images/n0272.mha
207,207,37,n0853.mha,1,31,772,589,/proccessed_data/images/n0853.mha
209,209,46,n0781.mha,1,42,216,285,/proccessed_data/images/n0781.mha
213,213,30,n0697.mha,1,42,222,688,/proccessed_data/images/n0697.mha
214,214,43,n1000.mha,1,75,718,751,/proccessed_data/images/n1000.mha
215,215,52,n0303.mha,1,40,649,263,/proccessed_data/images/n0303.mha
216,216,116,n0303.mha,1,100,678,384,/proccessed_data/images/n0303.mha
217,217,41,n0303.mha,1,40,768,569,/proccessed_data/images/n0303.mha
222,222,46,n0953.mha,1,48,731,421,/proccessed_data/images/n0953.mha
223,223,25,n0843.mha,1,21,842,431,/proccessed_data/images/n0843.mha
224,224,52,n0581.mha,1,44,657,687,/proccessed_data/images/n0581.mha
225,225,33,n0007.mha,1,44,249,584,/proccessed_data/images/n0007.mha
227,227,41,n0674.mha,1,45,202,435,/proccessed_data/images/n0674.mha
228,228,39,n0341.mha,1,47,603,467,/proccessed_data/images/n0341.mha
229,229,75,n0259.mha,1,74,702,659,/proccessed_data/images/n0259.mha
230,230,66,n0849.mha,1,59,280,466,/proccessed_data/images/n0849.mha
231,231,71,n0849.mha,1,83,337,265,/proccessed_data/images/n0849.mha
232,232,46,n1120.mha,1,37,283,650,/proccessed_data/images/n1120.mha
233,233,38,n1124.mha,1,37,727,568,/proccessed_data/images/n1124.mha
234,234,53,n1124.mha,1,44,786,743,/proccessed_data/images/n1124.mha
235,235,56,n1009.mha,1,49,887,651,/proccessed_data/images/n1009.mha
236,236,43,n1009.mha,1,44,222,545,/proccessed_data/images/n1009.mha
237,237,67,n0138.mha,1,72,126,548,/proccessed_data/images/n0138.mha
238,238,52,n0138.mha,1,64,189,634,/proccessed_data/images/n0138.mha
239,239,24,n0138.mha,1,27,806,521,/proccessed_data/images/n0138.mha
240,240,79,n0250.mha,1,88,152,755,/proccessed_data/images/n0250.mha
241,241,49,n0222.mha,1,51,757,364,/proccessed_data/images/n0222.mha
243,243,56,n0429.mha,1,73,754,543,/proccessed_data/images/n0429.mha
244,244,23,n0954.mha,1,37,235,310,/proccessed_data/images/n0954.mha
245,245,57,n0906.mha,1,51,362,643,/proccessed_data/images/n0906.mha
250,250,27,n0140.mha,1,27,265,477,/proccessed_data/images/n0140.mha
251,251,43,n0689.mha,1,32,296,291,/proccessed_data/images/n0689.mha
253,253,28,n0415.mha,1,24,790,251,/proccessed_data/images/n0415.mha
254,254,72,n0415.mha,1,98,734,326,/proccessed_data/images/n0415.mha
255,255,46,n0415.mha,1,65,228,382,/proccessed_data/images/n0415.mha
256,256,66,n0257.mha,1,61,776,741,/proccessed_data/images/n0257.mha
257,257,49,n0284.mha,1,41,263,417,/proccessed_data/images/n0284.mha
258,258,51,n0961.mha,1,53,252,375,/proccessed_data/images/n0961.mha
259,259,110,n0961.mha,1,91,246,470,/proccessed_data/images/n0961.mha
260,260,61,n0961.mha,1,47,690,386,/proccessed_data/images/n0961.mha
268,268,102,n0151.mha,1,96,772,531,/proccessed_data/images/n0151.mha
269,269,52,n0151.mha,1,52,290,467,/proccessed_data/images/n0151.mha
273,273,76,n0332.mha,1,54,270,334,/proccessed_data/images/n0332.mha
275,275,21,n0857.mha,1,18,332,269,/proccessed_data/images/n0857.mha
277,277,22,n0772.mha,1,20,860,716,/proccessed_data/images/n0772.mha
278,278,83,n0516.mha,1,93,320,427,/proccessed_data/images/n0516.mha
279,279,86,n0512.mha,1,97,390,139,/proccessed_data/images/n0512.mha
280,280,49,n0518.mha,1,50,280,212,/proccessed_data/images/n0518.mha
281,281,67,n0112.mha,1,64,761,709,/proccessed_data/images/n0112.mha
282,282,48,n0529.mha,1,43,214,644,/proccessed_data/images/n0529.mha
283,283,31,n0220.mha,1,32,756,315,/proccessed_data/images/n0220.mha
284,284,92,n0220.mha,1,96,598,469,/proccessed_data/images/n0220.mha
285,285,28,n0382.mha,1,23,697,463,/proccessed_data/images/n0382.mha
286,286,26,n1119.mha,1,24,224,783,/proccessed_data/images/n1119.mha
287,287,86,n1119.mha,1,66,812,631,/proccessed_data/images/n1119.mha
288,288,39,n0952.mha,1,49,286,278,/proccessed_data/images/n0952.mha
289,289,71,n0141.mha,1,89,361,317,/proccessed_data/images/n0141.mha
300,300,54,n0087.mha,1,46,289,230,/proccessed_data/images/n0087.mha
301,301,47,n0087.mha,1,41,161,661,/proccessed_data/images/n0087.mha
302,302,47,n0087.mha,1,36,627,583,/proccessed_data/images/n0087.mha
303,303,108,n0164.mha,1,106,284,342,/proccessed_data/images/n0164.mha
304,304,79,n0164.mha,1,75,382,341,/proccessed_data/images/n0164.mha
307,307,35,n0828.mha,1,44,190,372,/proccessed_data/images/n0828.mha
308,308,81,n0289.mha,1,65,314,278,/proccessed_data/images/n0289.mha
309,309,159,n0289.mha,1,110,307,617,/proccessed_data/images/n0289.mha
310,310,46,n0289.mha,1,43,864,448,/proccessed_data/images/n0289.mha
312,312,95,n0681.mha,1,97,620,759,/proccessed_data/images/n0681.mha
313,313,65,n0448.mha,1,77,311,543,/proccessed_data/images/n0448.mha
314,314,40,n0620.mha,1,39,713,445,/proccessed_data/images/n0620.mha
316,316,68,n0775.mha,1,73,199,736,/proccessed_data/images/n0775.mha
317,317,60,n0775.mha,1,58,238,525,/proccessed_data/images/n0775.mha
318,318,130,n0641.mha,1,122,600,617,/proccessed_data/images/n0641.mha
319,319,73,n0641.mha,1,76,169,688,/proccessed_data/images/n0641.mha
320,320,39,n0641.mha,1,46,160,627,/proccessed_data/images/n0641.mha
321,321,39,n0675.mha,1,29,757,307,/proccessed_data/images/n0675.mha
322,322,87,n0675.mha,1,71,615,728,/proccessed_data/images/n0675.mha
323,323,41,n0675.mha,1,44,258,310,/proccessed_data/images/n0675.mha
324,324,48,n0648.mha,1,49,734,576,/proccessed_data/images/n0648.mha
325,325,55,n0648.mha,1,43,271,653,/proccessed_data/images/n0648.mha
326,326,61,n0192.mha,1,66,672,550,/proccessed_data/images/n0192.mha
327,327,71,n0192.mha,1,81,147,672,/proccessed_data/images/n0192.mha
328,328,60,n0376.mha,1,66,328,637,/proccessed_data/images/n0376.mha
329,329,64,n1130.mha,1,61,634,297,/proccessed_data/images/n1130.mha
330,330,44,n1130.mha,1,41,781,564,/proccessed_data/images/n1130.mha
331,331,37,n1130.mha,1,33,213,634,/proccessed_data/images/n1130.mha
332,332,38,n0467.mha,1,24,742,406,/proccessed_data/images/n0467.mha
333,333,26,n0467.mha,1,23,659,657,/proccessed_data/images/n0467.mha
334,334,131,n0711.mha,1,97,187,151,/proccessed_data/images/n0711.mha
337,337,40,n0390.mha,1,40,117,739,/proccessed_data/images/n0390.mha
338,338,77,n1054.mha,1,86,198,531,/proccessed_data/images/n1054.mha
339,339,49,n0051.mha,1,51,755,333,/proccessed_data/images/n0051.mha
340,340,29,n0051.mha,1,24,819,487,/proccessed_data/images/n0051.mha
341,341,19,n0051.mha,1,26,151,349,/proccessed_data/images/n0051.mha
342,342,21,n0073.mha,1,21,695,208,/proccessed_data/images/n0073.mha
343,343,53,n0073.mha,1,42,371,249,/proccessed_data/images/n0073.mha
345,345,39,n1028.mha,1,34,234,668,/proccessed_data/images/n1028.mha
346,346,42,n0884.mha,1,51,653,421,/proccessed_data/images/n0884.mha
351,351,52,n0718.mha,1,49,112,676,/proccessed_data/images/n0718.mha
352,352,32,n1023.mha,1,35,137,330,/proccessed_data/images/n1023.mha
354,354,92,n0052.mha,1,99,340,324,/proccessed_data/images/n0052.mha
355,355,33,n0380.mha,1,28,142,545,/proccessed_data/images/n0380.mha
356,356,51,n0827.mha,1,60,125,751,/proccessed_data/images/n0827.mha
357,357,59,n0907.mha,1,55,301,563,/proccessed_data/images/n0907.mha
358,358,51,n0907.mha,1,39,226,591,/proccessed_data/images/n0907.mha
359,359,63,n0770.mha,1,54,283,482,/proccessed_data/images/n0770.mha
360,360,49,n0770.mha,1,47,207,482,/proccessed_data/images/n0770.mha
361,361,43,n0816.mha,1,69,675,364,/proccessed_data/images/n0816.mha
362,362,31,n0155.mha,1,32,857,347,/proccessed_data/images/n0155.mha
363,363,55,n0155.mha,1,90,360,666,/proccessed_data/images/n0155.mha
364,364,55,n0155.mha,1,53,336,709,/proccessed_data/images/n0155.mha
366,366,71,n1052.mha,1,78,367,655,/proccessed_data/images/n1052.mha
367,367,47,n0767.mha,1,57,720,535,/proccessed_data/images/n0767.mha
368,368,53,n0720.mha,1,60,211,518,/proccessed_data/images/n0720.mha
369,369,29,n0959.mha,1,33,319,748,/proccessed_data/images/n0959.mha
370,370,68,n0527.mha,1,50,281,676,/proccessed_data/images/n0527.mha
372,372,84,n0972.mha,1,80,769,686,/proccessed_data/images/n0972.mha
373,373,30,n0752.mha,1,36,793,532,/proccessed_data/images/n0752.mha
374,374,45,n0752.mha,1,39,606,586,/proccessed_data/images/n0752.mha
378,378,54,n0482.mha,1,45,410,654,/proccessed_data/images/n0482.mha
379,379,65,n0695.mha,1,66,210,576,/proccessed_data/images/n0695.mha
380,380,50,n0695.mha,1,62,216,524,/proccessed_data/images/n0695.mha
381,381,65,n0695.mha,1,56,828,643,/proccessed_data/images/n0695.mha
383,383,103,n0494.mha,1,85,249,485,/proccessed_data/images/n0494.mha
387,387,50,n0716.mha,1,52,158,749,/proccessed_data/images/n0716.mha
388,388,61,n0834.mha,1,62,738,616,/proccessed_data/images/n0834.mha
389,389,52,n0834.mha,1,59,287,458,/proccessed_data/images/n0834.mha
390,390,65,n0025.mha,1,60,742,443,/proccessed_data/images/n0025.mha
392,392,62,n0517.mha,1,70,724,396,/proccessed_data/images/n0517.mha
393,393,57,n0027.mha,1,62,797,508,/proccessed_data/images/n0027.mha
394,394,68,n0027.mha,1,74,717,639,/proccessed_data/images/n0027.mha
395,395,57,n0027.mha,1,67,153,646,/proccessed_data/images/n0027.mha
396,396,86,n1107.mha,1,78,385,638,/proccessed_data/images/n1107.mha
397,397,63,n1107.mha,1,51,671,708,/proccessed_data/images/n1107.mha
398,398,57,n1107.mha,1,44,613,785,/proccessed_data/images/n1107.mha
399,399,51,n0533.mha,1,48,223,528,/proccessed_data/images/n0533.mha
400,400,80,n0840.mha,1,54,805,477,/proccessed_data/images/n0840.mha
401,401,51,n0285.mha,1,48,175,637,/proccessed_data/images/n0285.mha
402,402,38,n0285.mha,1,36,156,713,/proccessed_data/images/n0285.mha
403,403,43,n0285.mha,1,44,818,585,/proccessed_data/images/n0285.mha
404,404,103,n0964.mha,1,79,172,494,/proccessed_data/images/n0964.mha
405,405,109,n0964.mha,1,88,639,242,/proccessed_data/images/n0964.mha
406,406,57,n0964.mha,1,65,614,157,/proccessed_data/images/n0964.mha
407,407,33,n0894.mha,1,36,798,576,/proccessed_data/images/n0894.mha
408,408,27,n0894.mha,1,39,273,530,/proccessed_data/images/n0894.mha
409,409,48,n0832.mha,1,59,742,488,/proccessed_data/images/n0832.mha
410,410,59,n0832.mha,1,69,328,657,/proccessed_data/images/n0832.mha
411,411,33,n0832.mha,1,32,746,414,/proccessed_data/images/n0832.mha
412,412,41,n1061.mha,1,35,820,430,/proccessed_data/images/n1061.mha
414,414,50,n0188.mha,1,51,240,702,/proccessed_data/images/n0188.mha
415,415,63,n0858.mha,1,50,826,622,/proccessed_data/images/n0858.mha
416,416,55,n0295.mha,1,56,307,635,/proccessed_data/images/n0295.mha
417,417,51,n0295.mha,1,44,695,758,/proccessed_data/images/n0295.mha
418,418,25,n0295.mha,1,29,790,770,/proccessed_data/images/n0295.mha
419,419,22,n0017.mha,1,27,169,585,/proccessed_data/images/n0017.mha
421,421,108,n0801.mha,1,102,214,643,/proccessed_data/images/n0801.mha
422,422,65,n0133.mha,1,52,721,478,/proccessed_data/images/n0133.mha
423,423,52,n0624.mha,1,46,196,648,/proccessed_data/images/n0624.mha
424,424,82,n0749.mha,1,52,764,438,/proccessed_data/images/n0749.mha
425,425,70,n0749.mha,1,64,811,593,/proccessed_data/images/n0749.mha
426,426,52,n0279.mha,1,49,672,312,/proccessed_data/images/n0279.mha
427,427,60,n0367.mha,1,49,134,592,/proccessed_data/images/n0367.mha
428,428,68,n0687.mha,1,59,175,443,/proccessed_data/images/n0687.mha
429,429,41,n0687.mha,1,38,158,526,/proccessed_data/images/n0687.mha
430,430,75,n0687.mha,1,75,749,694,/proccessed_data/images/n0687.mha
434,434,56,n0468.mha,1,48,800,654,/proccessed_data/images/n0468.mha
436,436,56,n0900.mha,1,63,760,360,/proccessed_data/images/n0900.mha
437,437,51,n0147.mha,1,51,202,723,/proccessed_data/images/n0147.mha
438,438,46,n0656.mha,1,40,803,647,/proccessed_data/images/n0656.mha
439,439,40,n0656.mha,1,39,830,724,/proccessed_data/images/n0656.mha
440,440,45,n0940.mha,1,45,794,433,/proccessed_data/images/n0940.mha
444,444,41,n0454.mha,1,43,757,321,/proccessed_data/images/n0454.mha
445,445,82,n0988.mha,1,69,652,648,/proccessed_data/images/n0988.mha
451,451,81,n0903.mha,1,64,769,450,/proccessed_data/images/n0903.mha
452,452,49,n0012.mha,1,47,245,631,/proccessed_data/images/n0012.mha
453,453,81,n0355.mha,1,87,653,401,/proccessed_data/images/n0355.mha
454,454,45,n0355.mha,1,42,789,688,/proccessed_data/images/n0355.mha
457,457,48,n0473.mha,1,54,757,295,/proccessed_data/images/n0473.mha
460,460,76,n0378.mha,1,53,729,585,/proccessed_data/images/n0378.mha
461,461,90,n0032.mha,1,99,538,308,/proccessed_data/images/n0032.mha
462,462,79,n0032.mha,1,88,705,599,/proccessed_data/images/n0032.mha
463,463,99,n0032.mha,1,119,543,632,/proccessed_data/images/n0032.mha
465,465,37,n0403.mha,1,37,155,230,/proccessed_data/images/n0403.mha
466,466,28,n0247.mha,1,32,841,745,/proccessed_data/images/n0247.mha
467,467,70,n1126.mha,1,63,558,631,/proccessed_data/images/n1126.mha
468,468,33,n0577.mha,1,37,158,747,/proccessed_data/images/n0577.mha
469,469,111,n1011.mha,1,87,821,558,/proccessed_data/images/n1011.mha
470,470,71,n1011.mha,1,70,852,741,/proccessed_data/images/n1011.mha
471,471,76,n1031.mha,1,80,333,562,/proccessed_data/images/n1031.mha
472,472,109,n0753.mha,1,73,717,770,/proccessed_data/images/n0753.mha
474,474,90,n1114.mha,1,86,692,490,/proccessed_data/images/n1114.mha
475,475,47,n1114.mha,1,58,216,362,/proccessed_data/images/n1114.mha
476,476,43,n1040.mha,1,38,242,822,/proccessed_data/images/n1040.mha
477,477,58,n0215.mha,1,54,252,462,/proccessed_data/images/n0215.mha
478,478,98,n0215.mha,1,74,738,286,/proccessed_data/images/n0215.mha
479,479,43,n0761.mha,1,47,161,618,/proccessed_data/images/n0761.mha
483,483,39,n0606.mha,1,40,211,686,/proccessed_data/images/n0606.mha
484,484,40,n0229.mha,1,43,241,631,/proccessed_data/images/n0229.mha
485,485,69,n0779.mha,1,71,305,288,/proccessed_data/images/n0779.mha
487,487,69,n0180.mha,1,56,800,663,/proccessed_data/images/n0180.mha
488,488,47,n0180.mha,1,56,794,447,/proccessed_data/images/n0180.mha
489,489,30,n0180.mha,1,30,785,499,/proccessed_data/images/n0180.mha
490,490,51,n0760.mha,1,39,749,313,/proccessed_data/images/n0760.mha
491,491,64,n0317.mha,1,67,595,676,/proccessed_data/images/n0317.mha
495,495,159,n0072.mha,1,154,677,573,/proccessed_data/images/n0072.mha
496,496,81,n1098.mha,1,73,703,430,/proccessed_data/images/n1098.mha
497,497,77,n1098.mha,1,74,648,560,/proccessed_data/images/n1098.mha
498,498,121,n1098.mha,1,152,202,566,/proccessed_data/images/n1098.mha
499,499,79,n0202.mha,1,54,350,372,/proccessed_data/images/n0202.mha
500,500,53,n0202.mha,1,48,697,580,/proccessed_data/images/n0202.mha
501,501,51,n0202.mha,1,69,197,712,/proccessed_data/images/n0202.mha
505,505,35,n0022.mha,1,34,176,664,/proccessed_data/images/n0022.mha
506,506,58,n0973.mha,1,57,177,693,/proccessed_data/images/n0973.mha
507,507,28,n0626.mha,1,26,838,669,/proccessed_data/images/n0626.mha
509,509,48,n0617.mha,1,44,863,681,/proccessed_data/images/n0617.mha
510,510,37,n0360.mha,1,37,870,677,/proccessed_data/images/n0360.mha
511,511,55,n1008.mha,1,72,185,645,/proccessed_data/images/n1008.mha
512,512,79,n0814.mha,1,109,235,332,/proccessed_data/images/n0814.mha
513,513,35,n0814.mha,1,37,259,446,/proccessed_data/images/n0814.mha
516,516,57,n0461.mha,1,44,777,609,/proccessed_data/images/n0461.mha
517,517,50,n0461.mha,1,59,379,281,/proccessed_data/images/n0461.mha
518,518,59,n0274.mha,1,86,214,678,/proccessed_data/images/n0274.mha
519,519,58,n1078.mha,1,53,195,455,/proccessed_data/images/n1078.mha
520,520,48,n1078.mha,1,60,285,246,/proccessed_data/images/n1078.mha
