,Unnamed: 0,height,img_name,label,width,x,y,Path
99,99,65,n0731.mha,1,49,855,625,/proccessed_data/images/n0731.mha
101,101,47,n0194.mha,1,53,179,767,/proccessed_data/images/n0194.mha
103,103,51,n0683.mha,1,44,169,523,/proccessed_data/images/n0683.mha
104,104,39,n0199.mha,1,31,851,745,/proccessed_data/images/n0199.mha
105,105,36,n0764.mha,1,36,759,591,/proccessed_data/images/n0764.mha
106,106,32,n0629.mha,1,32,875,594,/proccessed_data/images/n0629.mha
107,107,40,n0747.mha,1,32,753,429,/proccessed_data/images/n0747.mha
108,108,114,n0933.mha,1,140,220,251,/proccessed_data/images/n0933.mha
109,109,136,n0933.mha,1,135,207,492,/proccessed_data/images/n0933.mha
110,110,32,n0743.mha,1,32,890,779,/proccessed_data/images/n0743.mha
111,111,51,n0047.mha,1,36,261,364,/proccessed_data/images/n0047.mha
112,112,60,n0176.mha,1,59,233,509,/proccessed_data/images/n0176.mha
113,113,60,n0097.mha,1,58,709,598,/proccessed_data/images/n0097.mha
114,114,33,n0267.mha,1,23,762,321,/proccessed_data/images/n0267.mha
115,115,43,n0267.mha,1,54,206,600,/proccessed_data/images/n0267.mha
116,116,39,n0267.mha,1,38,798,554,/proccessed_data/images/n0267.mha
117,117,42,n0233.mha,1,46,239,554,/proccessed_data/images/n0233.mha
118,118,58,n0514.mha,1,71,234,363,/proccessed_data/images/n0514.mha
119,119,40,n0104.mha,1,34,761,326,/proccessed_data/images/n0104.mha
120,120,18,n0999.mha,1,29,268,633,/proccessed_data/images/n0999.mha
121,121,32,n0999.mha,1,38,276,425,/proccessed_data/images/n0999.mha
124,124,42,n0302.mha,1,36,812,729,/proccessed_data/images/n0302.mha
125,125,70,n0565.mha,1,63,390,663,/proccessed_data/images/n0565.mha
126,126,26,n0627.mha,1,30,783,716,/proccessed_data/images/n0627.mha
127,127,51,n0655.mha,1,71,349,301,/proccessed_data/images/n0655.mha
128,128,78,n0655.mha,1,68,374,346,/proccessed_data/images/n0655.mha
129,129,47,n0336.mha,1,34,780,396,/proccessed_data/images/n0336.mha
132,132,51,n0951.mha,1,51,180,592,/proccessed_data/images/n0951.mha
133,133,63,n0008.mha,1,60,407,676,/proccessed_data/images/n0008.mha
139,139,36,n0102.mha,1,50,844,732,/proccessed_data/images/n0102.mha
140,140,90,n0486.mha,1,95,746,577,/proccessed_data/images/n0486.mha
141,141,44,n0548.mha,1,57,210,697,/proccessed_data/images/n0548.mha
142,142,46,n0548.mha,1,43,868,757,/proccessed_data/images/n0548.mha
143,143,31,n0065.mha,1,36,383,659,/proccessed_data/images/n0065.mha
144,144,44,n0065.mha,1,41,237,672,/proccessed_data/images/n0065.mha
145,145,127,n0531.mha,1,102,634,334,/proccessed_data/images/n0531.mha
146,146,89,n0531.mha,1,76,756,581,/proccessed_data/images/n0531.mha
147,147,75,n0531.mha,1,66,209,503,/proccessed_data/images/n0531.mha
150,150,70,n0417.mha,1,71,188,673,/proccessed_data/images/n0417.mha
151,151,94,n1014.mha,1,82,204,310,/proccessed_data/images/n1014.mha
152,152,61,n1014.mha,1,30,183,482,/proccessed_data/images/n1014.mha
153,153,105,n1014.mha,1,94,251,507,/proccessed_data/images/n1014.mha
154,154,54,n0195.mha,1,52,164,556,/proccessed_data/images/n0195.mha
155,155,56,n0860.mha,1,66,329,360,/proccessed_data/images/n0860.mha
157,157,53,n0634.mha,1,56,785,618,/proccessed_data/images/n0634.mha
158,158,86,n0914.mha,1,72,663,278,/proccessed_data/images/n0914.mha
159,159,78,n0914.mha,1,67,258,524,/proccessed_data/images/n0914.mha
160,160,138,n0914.mha,1,107,717,206,/proccessed_data/images/n0914.mha
161,161,41,n0815.mha,1,35,756,614,/proccessed_data/images/n0815.mha
163,163,57,n1087.mha,1,61,665,306,/proccessed_data/images/n1087.mha
164,164,55,n0023.mha,1,38,234,345,/proccessed_data/images/n0023.mha
165,165,65,n0963.mha,1,65,831,675,/proccessed_data/images/n0963.mha
166,166,91,n0297.mha,1,89,751,676,/proccessed_data/images/n0297.mha
167,167,41,n0198.mha,1,39,245,551,/proccessed_data/images/n0198.mha
168,168,34,n0580.mha,1,49,252,376,/proccessed_data/images/n0580.mha
171,171,40,n0921.mha,1,59,326,308,/proccessed_data/images/n0921.mha
172,172,35,n0921.mha,1,62,306,492,/proccessed_data/images/n0921.mha
173,173,40,n0921.mha,1,56,196,477,/proccessed_data/images/n0921.mha
174,174,17,n0861.mha,1,21,280,593,/proccessed_data/images/n0861.mha
175,175,51,n0231.mha,1,50,290,413,/proccessed_data/images/n0231.mha
177,177,52,n0820.mha,1,53,806,713,/proccessed_data/images/n0820.mha
178,178,103,n0443.mha,1,108,763,524,/proccessed_data/images/n0443.mha
179,179,54,n0817.mha,1,43,659,271,/proccessed_data/images/n0817.mha
180,180,58,n0817.mha,1,43,708,553,/proccessed_data/images/n0817.mha
181,181,58,n0817.mha,1,57,220,599,/proccessed_data/images/n0817.mha
182,182,78,n0902.mha,1,90,284,602,/proccessed_data/images/n0902.mha
188,188,54,n0060.mha,1,42,413,154,/proccessed_data/images/n0060.mha
189,189,35,n0273.mha,1,37,232,363,/proccessed_data/images/n0273.mha
190,190,121,n0159.mha,1,101,294,464,/proccessed_data/images/n0159.mha
191,191,74,n0159.mha,1,66,190,678,/proccessed_data/images/n0159.mha
192,192,54,n0159.mha,1,57,350,706,/proccessed_data/images/n0159.mha
193,193,48,n0842.mha,1,50,315,273,/proccessed_data/images/n0842.mha
196,196,28,n0836.mha,1,36,138,568,/proccessed_data/images/n0836.mha
197,197,74,n0976.mha,1,55,850,514,/proccessed_data/images/n0976.mha
198,198,56,n0976.mha,1,51,362,448,/proccessed_data/images/n0976.mha
199,199,117,n0976.mha,1,82,569,712,/proccessed_data/images/n0976.mha
200,200,34,n0462.mha,1,35,169,627,/proccessed_data/images/n0462.mha
201,201,75,n0462.mha,1,69,714,534,/proccessed_data/images/n0462.mha
204,204,34,n0962.mha,1,25,166,546,/proccessed_data/images/n0962.mha
208,208,92,n0156.mha,1,78,321,671,/proccessed_data/images/n0156.mha
209,209,46,n0781.mha,1,42,216,285,/proccessed_data/images/n0781.mha
210,210,56,n0357.mha,1,42,745,537,/proccessed_data/images/n0357.mha
211,211,35,n0357.mha,1,40,221,735,/proccessed_data/images/n0357.mha
212,212,62,n0446.mha,1,51,793,753,/proccessed_data/images/n0446.mha
213,213,30,n0697.mha,1,42,222,688,/proccessed_data/images/n0697.mha
215,215,52,n0303.mha,1,40,649,263,/proccessed_data/images/n0303.mha
216,216,116,n0303.mha,1,100,678,384,/proccessed_data/images/n0303.mha
217,217,41,n0303.mha,1,40,768,569,/proccessed_data/images/n0303.mha
218,218,36,n0334.mha,1,32,769,444,/proccessed_data/images/n0334.mha
219,219,32,n0067.mha,1,35,144,651,/proccessed_data/images/n0067.mha
220,220,79,n0050.mha,1,105,224,536,/proccessed_data/images/n0050.mha
221,221,98,n0050.mha,1,90,215,613,/proccessed_data/images/n0050.mha
222,222,46,n0953.mha,1,48,731,421,/proccessed_data/images/n0953.mha
225,225,33,n0007.mha,1,44,249,584,/proccessed_data/images/n0007.mha
226,226,34,n0430.mha,1,31,834,685,/proccessed_data/images/n0430.mha
228,228,39,n0341.mha,1,47,603,467,/proccessed_data/images/n0341.mha
229,229,75,n0259.mha,1,74,702,659,/proccessed_data/images/n0259.mha
230,230,66,n0849.mha,1,59,280,466,/proccessed_data/images/n0849.mha
231,231,71,n0849.mha,1,83,337,265,/proccessed_data/images/n0849.mha
232,232,46,n1120.mha,1,37,283,650,/proccessed_data/images/n1120.mha
233,233,38,n1124.mha,1,37,727,568,/proccessed_data/images/n1124.mha
234,234,53,n1124.mha,1,44,786,743,/proccessed_data/images/n1124.mha
235,235,56,n1009.mha,1,49,887,651,/proccessed_data/images/n1009.mha
236,236,43,n1009.mha,1,44,222,545,/proccessed_data/images/n1009.mha
240,240,79,n0250.mha,1,88,152,755,/proccessed_data/images/n0250.mha
241,241,49,n0222.mha,1,51,757,364,/proccessed_data/images/n0222.mha
242,242,40,n0686.mha,1,32,809,803,/proccessed_data/images/n0686.mha
244,244,23,n0954.mha,1,37,235,310,/proccessed_data/images/n0954.mha
245,245,57,n0906.mha,1,51,362,643,/proccessed_data/images/n0906.mha
249,249,12,n1029.mha,1,13,370,609,/proccessed_data/images/n1029.mha
250,250,27,n0140.mha,1,27,265,477,/proccessed_data/images/n0140.mha
251,251,43,n0689.mha,1,32,296,291,/proccessed_data/images/n0689.mha
253,253,28,n0415.mha,1,24,790,251,/proccessed_data/images/n0415.mha
254,254,72,n0415.mha,1,98,734,326,/proccessed_data/images/n0415.mha
255,255,46,n0415.mha,1,65,228,382,/proccessed_data/images/n0415.mha
256,256,66,n0257.mha,1,61,776,741,/proccessed_data/images/n0257.mha
258,258,51,n0961.mha,1,53,252,375,/proccessed_data/images/n0961.mha
259,259,110,n0961.mha,1,91,246,470,/proccessed_data/images/n0961.mha
260,260,61,n0961.mha,1,47,690,386,/proccessed_data/images/n0961.mha
261,261,61,n0696.mha,1,50,190,677,/proccessed_data/images/n0696.mha
262,262,26,n0696.mha,1,31,244,534,/proccessed_data/images/n0696.mha
263,263,52,n0696.mha,1,38,282,466,/proccessed_data/images/n0696.mha
264,264,42,n0350.mha,1,47,305,477,/proccessed_data/images/n0350.mha
265,265,44,n0526.mha,1,57,255,663,/proccessed_data/images/n0526.mha
266,266,47,n0031.mha,1,43,765,638,/proccessed_data/images/n0031.mha
267,267,153,n0150.mha,1,103,92,623,/proccessed_data/images/n0150.mha
273,273,76,n0332.mha,1,54,270,334,/proccessed_data/images/n0332.mha
274,274,31,n1024.mha,1,29,807,637,/proccessed_data/images/n1024.mha
275,275,21,n0857.mha,1,18,332,269,/proccessed_data/images/n0857.mha
276,276,32,n0396.mha,1,27,786,485,/proccessed_data/images/n0396.mha
277,277,22,n0772.mha,1,20,860,716,/proccessed_data/images/n0772.mha
278,278,83,n0516.mha,1,93,320,427,/proccessed_data/images/n0516.mha
279,279,86,n0512.mha,1,97,390,139,/proccessed_data/images/n0512.mha
280,280,49,n0518.mha,1,50,280,212,/proccessed_data/images/n0518.mha
281,281,67,n0112.mha,1,64,761,709,/proccessed_data/images/n0112.mha
282,282,48,n0529.mha,1,43,214,644,/proccessed_data/images/n0529.mha
283,283,31,n0220.mha,1,32,756,315,/proccessed_data/images/n0220.mha
284,284,92,n0220.mha,1,96,598,469,/proccessed_data/images/n0220.mha
285,285,28,n0382.mha,1,23,697,463,/proccessed_data/images/n0382.mha
286,286,26,n1119.mha,1,24,224,783,/proccessed_data/images/n1119.mha
287,287,86,n1119.mha,1,66,812,631,/proccessed_data/images/n1119.mha
290,290,97,n1089.mha,1,86,334,514,/proccessed_data/images/n1089.mha
291,291,80,n0899.mha,1,55,62,629,/proccessed_data/images/n0899.mha
292,292,119,n0899.mha,1,54,109,391,/proccessed_data/images/n0899.mha
293,293,103,n0545.mha,1,63,607,605,/proccessed_data/images/n0545.mha
294,294,44,n0438.mha,1,41,187,386,/proccessed_data/images/n0438.mha
295,295,74,n0044.mha,1,69,639,390,/proccessed_data/images/n0044.mha
296,296,46,n0044.mha,1,42,716,430,/proccessed_data/images/n0044.mha
303,303,108,n0164.mha,1,106,284,342,/proccessed_data/images/n0164.mha
304,304,79,n0164.mha,1,75,382,341,/proccessed_data/images/n0164.mha
305,305,25,n0806.mha,1,19,688,414,/proccessed_data/images/n0806.mha
306,306,51,n0806.mha,1,58,684,640,/proccessed_data/images/n0806.mha
307,307,35,n0828.mha,1,44,190,372,/proccessed_data/images/n0828.mha
311,311,39,n0243.mha,1,31,792,414,/proccessed_data/images/n0243.mha
313,313,65,n0448.mha,1,77,311,543,/proccessed_data/images/n0448.mha
314,314,40,n0620.mha,1,39,713,445,/proccessed_data/images/n0620.mha
315,315,68,n0075.mha,1,57,643,475,/proccessed_data/images/n0075.mha
318,318,130,n0641.mha,1,122,600,617,/proccessed_data/images/n0641.mha
319,319,73,n0641.mha,1,76,169,688,/proccessed_data/images/n0641.mha
320,320,39,n0641.mha,1,46,160,627,/proccessed_data/images/n0641.mha
321,321,39,n0675.mha,1,29,757,307,/proccessed_data/images/n0675.mha
322,322,87,n0675.mha,1,71,615,728,/proccessed_data/images/n0675.mha
323,323,41,n0675.mha,1,44,258,310,/proccessed_data/images/n0675.mha
324,324,48,n0648.mha,1,49,734,576,/proccessed_data/images/n0648.mha
325,325,55,n0648.mha,1,43,271,653,/proccessed_data/images/n0648.mha
328,328,60,n0376.mha,1,66,328,637,/proccessed_data/images/n0376.mha
332,332,38,n0467.mha,1,24,742,406,/proccessed_data/images/n0467.mha
333,333,26,n0467.mha,1,23,659,657,/proccessed_data/images/n0467.mha
335,335,27,n0340.mha,1,44,179,658,/proccessed_data/images/n0340.mha
336,336,34,n0340.mha,1,32,269,514,/proccessed_data/images/n0340.mha
337,337,40,n0390.mha,1,40,117,739,/proccessed_data/images/n0390.mha
338,338,77,n1054.mha,1,86,198,531,/proccessed_data/images/n1054.mha
344,344,48,n1077.mha,1,52,272,643,/proccessed_data/images/n1077.mha
345,345,39,n1028.mha,1,34,234,668,/proccessed_data/images/n1028.mha
346,346,42,n0884.mha,1,51,653,421,/proccessed_data/images/n0884.mha
347,347,76,n0757.mha,1,47,411,516,/proccessed_data/images/n0757.mha
348,348,85,n0757.mha,1,88,289,463,/proccessed_data/images/n0757.mha
349,349,80,n0757.mha,1,69,219,402,/proccessed_data/images/n0757.mha
350,350,44,n0205.mha,1,47,247,545,/proccessed_data/images/n0205.mha
352,352,32,n1023.mha,1,35,137,330,/proccessed_data/images/n1023.mha
354,354,92,n0052.mha,1,99,340,324,/proccessed_data/images/n0052.mha
356,356,51,n0827.mha,1,60,125,751,/proccessed_data/images/n0827.mha
359,359,63,n0770.mha,1,54,283,482,/proccessed_data/images/n0770.mha
360,360,49,n0770.mha,1,47,207,482,/proccessed_data/images/n0770.mha
361,361,43,n0816.mha,1,69,675,364,/proccessed_data/images/n0816.mha
362,362,31,n0155.mha,1,32,857,347,/proccessed_data/images/n0155.mha
363,363,55,n0155.mha,1,90,360,666,/proccessed_data/images/n0155.mha
364,364,55,n0155.mha,1,53,336,709,/proccessed_data/images/n0155.mha
365,365,31,n0645.mha,1,35,812,719,/proccessed_data/images/n0645.mha
367,367,47,n0767.mha,1,57,720,535,/proccessed_data/images/n0767.mha
368,368,53,n0720.mha,1,60,211,518,/proccessed_data/images/n0720.mha
369,369,29,n0959.mha,1,33,319,748,/proccessed_data/images/n0959.mha
370,370,68,n0527.mha,1,50,281,676,/proccessed_data/images/n0527.mha
371,371,70,n0299.mha,1,50,113,448,/proccessed_data/images/n0299.mha
372,372,84,n0972.mha,1,80,769,686,/proccessed_data/images/n0972.mha
373,373,30,n0752.mha,1,36,793,532,/proccessed_data/images/n0752.mha
374,374,45,n0752.mha,1,39,606,586,/proccessed_data/images/n0752.mha
375,375,52,n0283.mha,1,48,311,627,/proccessed_data/images/n0283.mha
376,376,110,n0887.mha,1,108,199,392,/proccessed_data/images/n0887.mha
377,377,35,n0887.mha,1,43,163,756,/proccessed_data/images/n0887.mha
378,378,54,n0482.mha,1,45,410,654,/proccessed_data/images/n0482.mha
379,379,65,n0695.mha,1,66,210,576,/proccessed_data/images/n0695.mha
380,380,50,n0695.mha,1,62,216,524,/proccessed_data/images/n0695.mha
381,381,65,n0695.mha,1,56,828,643,/proccessed_data/images/n0695.mha
383,383,103,n0494.mha,1,85,249,485,/proccessed_data/images/n0494.mha
387,387,50,n0716.mha,1,52,158,749,/proccessed_data/images/n0716.mha
388,388,61,n0834.mha,1,62,738,616,/proccessed_data/images/n0834.mha
389,389,52,n0834.mha,1,59,287,458,/proccessed_data/images/n0834.mha
390,390,65,n0025.mha,1,60,742,443,/proccessed_data/images/n0025.mha
391,391,50,n0937.mha,1,49,310,385,/proccessed_data/images/n0937.mha
392,392,62,n0517.mha,1,70,724,396,/proccessed_data/images/n0517.mha
393,393,57,n0027.mha,1,62,797,508,/proccessed_data/images/n0027.mha
394,394,68,n0027.mha,1,74,717,639,/proccessed_data/images/n0027.mha
395,395,57,n0027.mha,1,67,153,646,/proccessed_data/images/n0027.mha
396,396,86,n1107.mha,1,78,385,638,/proccessed_data/images/n1107.mha
397,397,63,n1107.mha,1,51,671,708,/proccessed_data/images/n1107.mha
398,398,57,n1107.mha,1,44,613,785,/proccessed_data/images/n1107.mha
399,399,51,n0533.mha,1,48,223,528,/proccessed_data/images/n0533.mha
400,400,80,n0840.mha,1,54,805,477,/proccessed_data/images/n0840.mha
401,401,51,n0285.mha,1,48,175,637,/proccessed_data/images/n0285.mha
402,402,38,n0285.mha,1,36,156,713,/proccessed_data/images/n0285.mha
403,403,43,n0285.mha,1,44,818,585,/proccessed_data/images/n0285.mha
409,409,48,n0832.mha,1,59,742,488,/proccessed_data/images/n0832.mha
410,410,59,n0832.mha,1,69,328,657,/proccessed_data/images/n0832.mha
411,411,33,n0832.mha,1,32,746,414,/proccessed_data/images/n0832.mha
412,412,41,n1061.mha,1,35,820,430,/proccessed_data/images/n1061.mha
413,413,40,n0714.mha,1,34,202,521,/proccessed_data/images/n0714.mha
414,414,50,n0188.mha,1,51,240,702,/proccessed_data/images/n0188.mha
416,416,55,n0295.mha,1,56,307,635,/proccessed_data/images/n0295.mha
417,417,51,n0295.mha,1,44,695,758,/proccessed_data/images/n0295.mha
418,418,25,n0295.mha,1,29,790,770,/proccessed_data/images/n0295.mha
419,419,22,n0017.mha,1,27,169,585,/proccessed_data/images/n0017.mha
420,420,45,n0897.mha,1,44,351,610,/proccessed_data/images/n0897.mha
422,422,65,n0133.mha,1,52,721,478,/proccessed_data/images/n0133.mha
424,424,82,n0749.mha,1,52,764,438,/proccessed_data/images/n0749.mha
425,425,70,n0749.mha,1,64,811,593,/proccessed_data/images/n0749.mha
426,426,52,n0279.mha,1,49,672,312,/proccessed_data/images/n0279.mha
427,427,60,n0367.mha,1,49,134,592,/proccessed_data/images/n0367.mha
431,431,64,n0191.mha,1,60,568,217,/proccessed_data/images/n0191.mha
432,432,36,n0386.mha,1,47,762,735,/proccessed_data/images/n0386.mha
433,433,37,n0386.mha,1,29,725,771,/proccessed_data/images/n0386.mha
434,434,56,n0468.mha,1,48,800,654,/proccessed_data/images/n0468.mha
435,435,59,n0223.mha,1,65,270,527,/proccessed_data/images/n0223.mha
437,437,51,n0147.mha,1,51,202,723,/proccessed_data/images/n0147.mha
438,438,46,n0656.mha,1,40,803,647,/proccessed_data/images/n0656.mha
439,439,40,n0656.mha,1,39,830,724,/proccessed_data/images/n0656.mha
440,440,45,n0940.mha,1,45,794,433,/proccessed_data/images/n0940.mha
444,444,41,n0454.mha,1,43,757,321,/proccessed_data/images/n0454.mha
446,446,51,n0946.mha,1,52,768,353,/proccessed_data/images/n0946.mha
447,447,73,n0946.mha,1,59,820,563,/proccessed_data/images/n0946.mha
451,451,81,n0903.mha,1,64,769,450,/proccessed_data/images/n0903.mha
452,452,49,n0012.mha,1,47,245,631,/proccessed_data/images/n0012.mha
453,453,81,n0355.mha,1,87,653,401,/proccessed_data/images/n0355.mha
454,454,45,n0355.mha,1,42,789,688,/proccessed_data/images/n0355.mha
455,455,56,n0660.mha,1,62,818,569,/proccessed_data/images/n0660.mha
457,457,48,n0473.mha,1,54,757,295,/proccessed_data/images/n0473.mha
458,458,25,n0784.mha,1,29,270,310,/proccessed_data/images/n0784.mha
459,459,65,n0666.mha,1,45,274,248,/proccessed_data/images/n0666.mha
460,460,76,n0378.mha,1,53,729,585,/proccessed_data/images/n0378.mha
461,461,90,n0032.mha,1,99,538,308,/proccessed_data/images/n0032.mha
462,462,79,n0032.mha,1,88,705,599,/proccessed_data/images/n0032.mha
463,463,99,n0032.mha,1,119,543,632,/proccessed_data/images/n0032.mha
464,464,49,n0270.mha,1,60,223,402,/proccessed_data/images/n0270.mha
465,465,37,n0403.mha,1,37,155,230,/proccessed_data/images/n0403.mha
466,466,28,n0247.mha,1,32,841,745,/proccessed_data/images/n0247.mha
467,467,70,n1126.mha,1,63,558,631,/proccessed_data/images/n1126.mha
468,468,33,n0577.mha,1,37,158,747,/proccessed_data/images/n0577.mha
469,469,111,n1011.mha,1,87,821,558,/proccessed_data/images/n1011.mha
470,470,71,n1011.mha,1,70,852,741,/proccessed_data/images/n1011.mha
471,471,76,n1031.mha,1,80,333,562,/proccessed_data/images/n1031.mha
472,472,109,n0753.mha,1,73,717,770,/proccessed_data/images/n0753.mha
473,473,36,n0608.mha,1,47,193,490,/proccessed_data/images/n0608.mha
474,474,90,n1114.mha,1,86,692,490,/proccessed_data/images/n1114.mha
475,475,47,n1114.mha,1,58,216,362,/proccessed_data/images/n1114.mha
476,476,43,n1040.mha,1,38,242,822,/proccessed_data/images/n1040.mha
477,477,58,n0215.mha,1,54,252,462,/proccessed_data/images/n0215.mha
478,478,98,n0215.mha,1,74,738,286,/proccessed_data/images/n0215.mha
479,479,43,n0761.mha,1,47,161,618,/proccessed_data/images/n0761.mha
480,480,84,n0230.mha,1,101,245,255,/proccessed_data/images/n0230.mha
481,481,44,n0230.mha,1,47,200,422,/proccessed_data/images/n0230.mha
482,482,31,n0230.mha,1,40,34,735,/proccessed_data/images/n0230.mha
483,483,39,n0606.mha,1,40,211,686,/proccessed_data/images/n0606.mha
484,484,40,n0229.mha,1,43,241,631,/proccessed_data/images/n0229.mha
487,487,69,n0180.mha,1,56,800,663,/proccessed_data/images/n0180.mha
488,488,47,n0180.mha,1,56,794,447,/proccessed_data/images/n0180.mha
489,489,30,n0180.mha,1,30,785,499,/proccessed_data/images/n0180.mha
490,490,51,n0760.mha,1,39,749,313,/proccessed_data/images/n0760.mha
492,492,67,n0570.mha,1,61,764,544,/proccessed_data/images/n0570.mha
493,493,51,n0570.mha,1,66,372,385,/proccessed_data/images/n0570.mha
494,494,81,n0570.mha,1,93,832,704,/proccessed_data/images/n0570.mha
495,495,159,n0072.mha,1,154,677,573,/proccessed_data/images/n0072.mha
